time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),et0_fao_evapotranspiration (mm),elevation,city,temperature_2m (°C)_max,relativehumidity_2m (%)_max,dewpoint_2m (°C)_max,apparent_temperature (°C)_max,pressure_msl (hPa)_max,surface_pressure (hPa)_max,snowfall (cm)_max,cloudcover (%)_max,cloudcover_low (%)_max,cloudcover_mid (%)_max,cloudcover_high (%)_max,shortwave_radiation (W/m²)_max,direct_radiation (W/m²)_max,diffuse_radiation (W/m²)_max,direct_normal_irradiance (W/m²)_max,windspeed_10m (km/h)_max,windspeed_100m (km/h)_max,winddirection_10m (°)_max,winddirection_100m (°)_max,windgusts_10m (km/h)_max,et0_fao_evapotranspiration (mm)_max,vapor_pressure_deficit (kPa)_max,soil_temperature_0_to_7cm (°C)_max,soil_temperature_7_to_28cm (°C)_max,soil_temperature_28_to_100cm (°C)_max,soil_temperature_100_to_255cm (°C)_max,soil_moisture_0_to_7cm (m³/m³)_max,soil_moisture_7_to_28cm (m³/m³)_max,soil_moisture_28_to_100cm (m³/m³)_max,soil_moisture_100_to_255cm (m³/m³)_max,city_max,temperature_2m (°C)_max_min,relativehumidity_2m (%)_max_min,dewpoint_2m (°C)_max_min,apparent_temperature (°C)_max_min,pressure_msl (hPa)_max_min,surface_pressure (hPa)_max_min,snowfall (cm)_max_min,cloudcover (%)_max_min,cloudcover_low (%)_max_min,cloudcover_mid (%)_max_min,cloudcover_high (%)_max_min,shortwave_radiation (W/m²)_max_min,direct_radiation (W/m²)_max_min,diffuse_radiation (W/m²)_max_min,direct_normal_irradiance (W/m²)_max_min,windspeed_10m (km/h)_max_min,windspeed_100m (km/h)_max_min,winddirection_10m (°)_max_min,winddirection_100m (°)_max_min,windgusts_10m (km/h)_max_min,et0_fao_evapotranspiration (mm)_max_min,vapor_pressure_deficit (kPa)_max_min,soil_temperature_0_to_7cm (°C)_max_min,soil_temperature_7_to_28cm (°C)_max_min,soil_temperature_28_to_100cm (°C)_max_min,soil_temperature_100_to_255cm (°C)_max_min,soil_moisture_0_to_7cm (m³/m³)_max_min,soil_moisture_7_to_28cm (m³/m³)_max_min,soil_moisture_28_to_100cm (m³/m³)_max_min,soil_moisture_100_to_255cm (m³/m³)_max_min,city_max_min,month,rainy,year
2018-02-03,-21.9,-24.7,-26.4,-29.8,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,7.5,10.4,0.0,0,q,-23.8,66.0,-29.0,-26.4,1007.8,968.1,0.0,100.0,75.0,77.0,90.0,0.0,0.0,0.0,0.0,7.5,9.5,360.0,270.0,10.4,0.0,0.03,-16.0,-15.5,-14.2,-11.5,0.334,0.324,0.267,0.25,q,-27.4,59.0,-32.1,-29.8,997.7,958.5,0.0,54.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.4,7.0,8.0,7.2,0.0,0.02,-16.2,-15.7,-14.3,-11.6,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-04,-20.1,-25.8,-24.6,-30.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,17.0,23.4,0.0,0,q,-21.1,64.0,-28.9,-24.6,996.6,957.4,0.0,100.0,73.0,76.0,91.0,0.0,0.0,0.0,0.0,17.0,21.9,360.0,360.0,23.4,0.0,0.06,-16.2,-15.7,-14.3,-11.6,0.334,0.324,0.267,0.25,q,-26.1,46.0,-32.2,-30.9,963.6,925.7,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.7,10.0,7.0,6.5,0.0,0.03,-16.4,-15.9,-14.4,-11.7,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-05,-22.4,-24.7,-28.9,-30.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,17.3,25.9,0.09,0,q,-25.6,69.0,-31.2,-28.9,1011.2,971.4,0.0,100.0,95.0,85.0,0.0,0.0,0.0,0.0,0.0,17.3,22.6,104.0,117.0,25.9,0.01,0.04,-16.3,-15.9,-14.5,-11.7,0.334,0.324,0.267,0.25,q,-28.9,49.0,-35.1,-30.0,976.7,938.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,10.5,77.0,89.0,13.0,0.0,0.02,-16.4,-16.0,-14.6,-11.8,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-06,-23.0,-26.3,-29.6,-32.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,18.3,29.5,0.13,0,q,-24.1,62.0,-31.7,-29.6,1023.2,983.0,0.0,100.0,96.0,92.0,0.0,0.0,0.0,0.0,0.0,18.3,23.5,358.0,95.0,29.5,0.01,0.05,-16.3,-16.0,-14.6,-11.8,0.334,0.324,0.267,0.25,q,-28.5,44.0,-34.3,-32.3,1011.7,971.8,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,12.4,10.0,10.0,18.0,0.0,0.02,-16.4,-16.0,-14.7,-11.9,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-07,-17.1,-24.8,-21.5,-30.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,18.0,29.5,0.06,0,q,-17.1,53.0,-24.7,-21.5,1008.8,969.0,0.0,100.0,72.0,55.0,96.0,0.0,0.0,0.0,0.0,18.0,27.3,356.0,358.0,29.5,0.01,0.08,-16.4,-16.0,-14.7,-11.9,0.334,0.324,0.267,0.25,q,-23.8,45.0,-31.5,-30.3,973.9,936.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.2,1.0,2.0,11.2,0.0,0.05,-16.6,-16.2,-14.8,-12.0,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-08,-19.3,-23.8,-24.4,-29.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.1,18.7,0.0,0,q,-17.4,65.0,-26.2,-24.4,1005.7,966.3,0.0,100.0,75.0,50.0,100.0,0.0,0.0,0.0,0.0,10.1,13.0,84.0,104.0,18.7,0.0,0.09,-16.6,-16.2,-14.8,-12.0,0.334,0.324,0.267,0.25,q,-25.9,43.0,-31.0,-29.2,983.5,945.4,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.7,40.0,70.0,10.8,0.0,0.03,-16.7,-16.3,-14.9,-12.1,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-09,-20.4,-23.5,-24.8,-28.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.21,8.5,16.2,0.0,0,q,-22.8,78.0,-27.0,-24.8,1008.9,969.6,0.07,100.0,80.0,100.0,100.0,0.0,0.0,0.0,0.0,8.5,9.5,347.0,293.0,16.2,0.0,0.04,-16.6,-16.3,-14.9,-12.1,0.334,0.324,0.267,0.25,q,-27.4,56.0,-31.0,-28.4,998.1,959.0,0.0,100.0,33.0,59.0,98.0,0.0,0.0,0.0,0.0,1.3,0.5,9.0,45.0,5.4,0.0,0.02,-16.7,-16.3,-15.0,-12.2,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-10,-23.0,-28.1,-28.2,-33.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.0,18.4,0.0,0,q,-27.1,67.0,-31.7,-28.2,1004.8,964.6,0.0,100.0,83.0,82.0,100.0,0.0,0.0,0.0,0.0,11.0,14.5,93.0,105.0,18.4,0.0,0.03,-16.6,-16.2,-15.0,-12.2,0.334,0.324,0.267,0.25,q,-29.5,49.0,-35.4,-33.4,997.4,958.2,0.0,65.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,8.3,49.0,66.0,11.5,0.0,0.02,-16.7,-16.3,-15.1,-12.3,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-11,-24.8,-28.1,-29.6,-33.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.7,14.4,0.0,0,q,-27.4,55.0,-34.2,-29.6,1011.1,970.9,0.0,100.0,73.0,96.0,83.0,0.0,0.0,0.0,0.0,8.7,10.2,360.0,288.0,14.4,0.0,0.03,-16.7,-16.3,-15.1,-12.3,0.334,0.324,0.267,0.25,q,-28.6,48.0,-35.6,-33.5,1005.2,965.0,0.0,50.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.1,13.0,14.0,6.8,0.0,0.03,-17.1,-16.6,-15.2,-12.4,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-12,-23.8,-25.6,-28.1,-30.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.0,19.8,0.0,0,q,-22.0,62.0,-28.9,-28.1,1007.1,967.4,0.0,100.0,77.0,50.0,93.0,0.0,0.0,0.0,0.0,8.0,8.2,342.0,360.0,19.8,0.0,0.05,-17.1,-16.6,-15.2,-12.4,0.334,0.324,0.267,0.25,q,-27.1,50.0,-34.0,-30.4,1002.7,963.2,0.0,41.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.8,14.0,8.0,9.4,0.0,0.03,-17.2,-16.8,-15.3,-12.4,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-13,-19.7,-24.4,-24.0,-29.9,2018-02-13T22:53,2018-02-14T00:27,0.0,0.0,0.0,12.0,22.3,0.0,0,q,-18.0,68.0,-24.8,-24.0,1004.7,965.7,0.0,100.0,77.0,100.0,100.0,0.0,0.0,0.0,0.0,12.0,18.3,333.0,351.0,22.3,0.0,0.07,-17.2,-16.8,-15.3,-12.5,0.334,0.324,0.267,0.25,q,-22.4,45.0,-29.3,-29.9,996.6,957.7,0.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,4.0,15.0,21.0,11.2,0.0,0.04,-17.2,-16.8,-15.4,-12.5,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-14,-14.6,-21.7,-20.3,-26.9,2018-02-14T22:29,2018-02-15T00:52,0.0,0.0,0.0,17.7,28.8,0.07,0,q,-10.1,59.0,-21.2,-20.3,998.5,960.1,0.0,81.0,73.0,27.0,32.0,0.0,0.0,0.0,0.0,17.7,26.0,351.0,360.0,28.8,0.01,0.17,-17.2,-16.8,-15.4,-12.5,0.334,0.324,0.267,0.25,q,-19.0,39.0,-26.0,-26.9,993.7,955.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.3,4.0,13.0,9.0,0.0,0.06,-17.2,-16.8,-15.5,-12.6,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-15,-14.4,-17.4,-19.7,-23.2,2018-02-15T22:10,2018-02-16T01:11,0.0,0.0,0.0,19.5,31.0,0.23,0,q,-11.4,49.0,-21.8,-19.7,995.9,958.1,0.0,64.0,71.0,53.0,87.0,0.0,0.0,0.0,0.0,19.5,27.4,60.0,75.0,31.0,0.01,0.16,-17.1,-16.8,-15.5,-12.6,0.334,0.324,0.267,0.25,q,-15.7,38.0,-23.9,-23.2,992.7,954.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,12.4,2.0,35.0,16.9,0.0,0.09,-17.2,-16.8,-15.6,-12.7,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-16,-9.4,-16.1,-14.8,-22.1,2018-02-16T21:54,2018-02-17T01:27,0.0,0.0,0.0,19.1,30.6,0.2,0,q,-7.8,50.0,-17.6,-14.8,996.7,959.2,0.0,73.0,64.0,72.0,100.0,0.0,0.0,0.0,0.0,19.1,26.9,358.0,70.0,30.6,0.01,0.19,-17.0,-16.7,-15.6,-12.7,0.334,0.324,0.267,0.25,q,-15.3,41.0,-23.7,-22.1,992.3,955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,10.1,2.0,26.0,16.9,0.0,0.1,-17.1,-16.8,-15.6,-12.8,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-17,-12.1,-16.3,-16.1,-21.7,2018-02-17T21:40,2018-02-18T01:40,0.01,0.0,0.0,13.3,28.8,0.04,0,q,-9.8,85.0,-17.5,-16.1,1006.2,967.8,0.0,100.0,74.0,71.0,100.0,2.0,0.0,2.0,0.0,13.3,17.7,283.0,278.0,28.8,0.01,0.14,-16.8,-16.6,-15.6,-12.8,0.334,0.324,0.267,0.25,q,-21.1,51.0,-23.8,-21.7,993.9,956.5,0.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6,3.2,53.0,66.0,13.0,0.0,0.02,-17.0,-16.7,-15.7,-12.9,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-18,-14.1,-17.3,-18.9,-22.2,2018-02-18T21:27,2018-02-19T01:53,0.03,0.0,0.0,9.7,20.5,0.02,0,q,-15.2,78.0,-19.5,-18.9,1013.4,974.6,0.0,100.0,82.0,42.0,100.0,3.0,1.0,3.0,0.0,9.7,10.1,315.0,352.0,20.5,0.01,0.07,-16.7,-16.4,-15.6,-12.9,0.334,0.324,0.267,0.25,q,-19.3,59.0,-22.4,-22.2,1003.4,965.4,0.0,44.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.1,227.0,214.0,13.7,0.0,0.03,-16.8,-16.6,-15.7,-13.0,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-19,-10.3,-16.7,-14.4,-21.9,2018-02-19T21:16,2018-02-20T02:04,0.06,0.0,0.0,16.1,24.5,0.08,0,q,-9.8,69.0,-18.2,-14.4,1009.2,970.7,0.0,100.0,86.0,97.0,24.0,7.0,2.0,5.0,23.0,16.1,20.5,337.0,360.0,24.5,0.01,0.16,-16.6,-16.4,-15.6,-13.0,0.334,0.324,0.267,0.25,q,-15.3,46.0,-20.4,-21.9,1003.7,965.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.7,8.0,17.0,11.2,0.0,0.06,-16.7,-16.4,-15.6,-13.1,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-20,-9.7,-16.4,-13.9,-21.5,2018-02-20T21:05,2018-02-21T02:15,0.11,0.0,0.0,14.8,23.0,0.04,0,q,-8.1,87.0,-15.9,-13.9,1003.1,964.8,0.0,82.0,81.0,95.0,100.0,10.0,3.0,7.0,34.5,14.8,19.7,360.0,280.0,23.0,0.01,0.16,-16.6,-16.4,-15.6,-13.1,0.334,0.324,0.267,0.25,q,-18.2,50.0,-20.4,-21.5,993.0,955.9,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,10.0,6.0,10.4,0.0,0.02,-16.6,-16.4,-15.6,-13.2,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-21,-13.9,-17.6,-19.4,-22.7,2018-02-21T20:54,2018-02-22T02:26,0.15,0.0,0.49,14.8,27.7,0.07,0,q,-13.8,88.0,-18.7,-19.4,1011.5,972.8,0.07,100.0,94.0,76.0,99.0,14.0,5.0,9.0,54.4,14.8,17.4,294.0,285.0,27.7,0.01,0.07,-16.5,-16.3,-15.6,-13.2,0.334,0.324,0.267,0.25,q,-20.1,66.0,-22.7,-22.7,1002.4,964.4,0.0,66.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,7.6,246.0,244.0,6.1,0.0,0.02,-16.6,-16.4,-15.6,-13.3,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-22,-13.3,-19.1,-18.8,-23.5,2018-02-22T20:44,2018-02-23T02:35,0.15,0.0,0.28,19.3,32.0,0.1,0,q,-11.0,81.0,-19.9,-18.8,1011.0,972.1,0.07,100.0,96.0,97.0,100.0,17.0,7.0,13.0,84.1,19.3,29.5,354.0,360.0,32.0,0.02,0.15,-16.5,-16.3,-15.6,-13.3,0.334,0.324,0.267,0.25,q,-20.0,44.0,-22.6,-23.5,981.0,943.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.1,5.0,8.0,10.8,0.0,0.03,-16.6,-16.3,-15.6,-13.3,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-23,-12.7,-19.6,-17.6,-24.7,2018-02-23T20:34,2018-02-24T02:45,0.25,0.0,0.35,21.0,32.0,0.14,0,q,-14.2,66.0,-23.2,-17.6,999.5,960.8,0.07,100.0,97.0,92.0,94.0,20.0,5.0,15.0,80.4,21.0,31.6,330.0,346.0,32.0,0.02,0.13,-16.6,-16.3,-15.6,-13.3,0.334,0.324,0.267,0.25,q,-24.0,37.0,-28.6,-24.7,980.9,943.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.1,60.0,75.0,9.7,0.0,0.03,-16.7,-16.4,-15.6,-13.4,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-24,-19.7,-22.8,-24.6,-28.2,2018-02-24T20:25,2018-02-25T02:54,0.3,0.0,0.14,12.6,25.9,0.03,0,q,-20.9,87.0,-24.6,-24.6,1005.2,966.0,0.07,100.0,95.0,94.0,98.0,22.0,5.0,19.0,49.7,12.6,13.4,350.0,326.0,25.9,0.01,0.07,-16.7,-16.4,-15.6,-13.4,0.334,0.324,0.267,0.25,q,-24.4,42.0,-31.0,-28.2,986.8,948.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.5,9.0,9.0,12.6,0.0,0.01,-16.8,-16.5,-15.6,-13.5,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-25,-16.0,-20.5,-20.3,-25.3,2018-02-25T20:16,2018-02-26T03:03,0.4,0.0,0.0,13.8,23.4,0.02,0,q,-16.5,74.0,-23.3,-20.3,1004.6,966.3,0.0,100.0,84.0,99.0,100.0,32.0,14.0,18.0,146.2,13.8,17.2,360.0,346.0,23.4,0.01,0.08,-16.8,-16.5,-15.6,-13.5,0.334,0.324,0.267,0.25,q,-22.7,54.0,-26.0,-25.3,985.8,947.6,0.0,71.0,43.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,11.0,4.0,6.5,0.0,0.03,-16.9,-16.6,-15.7,-13.5,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-26,-16.1,-21.9,-20.0,-28.2,2018-02-26T20:07,2018-02-27T03:11,0.48,0.0,0.0,20.0,33.1,0.19,0,q,-15.6,57.0,-22.8,-20.0,1022.6,982.8,0.0,100.0,82.0,99.0,12.0,35.0,17.0,20.0,173.9,20.0,25.4,270.0,153.0,33.1,0.01,0.08,-16.8,-16.6,-15.7,-13.6,0.334,0.324,0.267,0.25,q,-26.1,47.0,-33.0,-28.2,1004.9,966.5,0.0,53.0,6.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,27.0,66.0,8.6,0.0,0.03,-16.8,-16.6,-15.7,-13.6,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-27,-13.9,-19.8,-20.0,-26.5,2018-02-27T19:58,2018-02-28T03:20,0.48,0.0,0.0,18.7,30.2,0.29,0,q,-16.0,53.0,-24.9,-20.0,1026.4,987.5,0.0,100.0,64.0,100.0,64.0,36.0,9.0,27.0,113.1,18.7,21.7,106.0,124.0,30.2,0.02,0.1,-16.7,-16.5,-15.7,-13.6,0.334,0.324,0.267,0.25,q,-23.6,42.0,-31.3,-26.5,1019.0,980.0,0.0,61.0,6.0,75.0,0.0,0.0,0.0,0.0,0.0,9.3,10.7,50.0,62.0,15.5,0.01,0.05,-16.8,-16.6,-15.7,-13.7,0.334,0.324,0.267,0.25,q,2,True,2018
2018-02-28,-8.1,-13.6,-13.8,-19.9,2018-02-28T19:50,2018-03-01T03:28,0.55,0.0,0.49,16.9,27.0,0.42,0,q,-12.0,62.0,-17.8,-13.8,1038.7,1000.2,0.07,100.0,94.0,100.0,84.0,36.0,11.0,30.0,97.6,16.9,23.3,106.0,129.0,27.0,0.02,0.11,-16.5,-16.4,-15.7,-13.7,0.334,0.324,0.267,0.25,q,-17.4,52.0,-24.5,-19.9,1026.6,987.8,0.0,30.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,11.8,12.3,50.0,70.0,20.2,0.01,0.07,-16.7,-16.5,-15.8,-13.8,0.334,0.324,0.267,0.25,q,2,True,2018
2018-03-01,-7.8,-10.1,-13.7,-15.5,2018-03-01T19:41,2018-03-02T03:36,0.58,0.0,0.14,19.3,29.9,0.36,0,q,-11.5,65.0,-16.7,-13.7,1042.9,1004.3,0.07,93.0,42.0,100.0,33.0,36.0,5.0,34.0,41.3,19.3,25.7,81.0,108.0,29.9,0.02,0.09,-16.2,-16.2,-15.7,-13.8,0.334,0.324,0.267,0.25,q,-13.6,59.0,-19.6,-15.5,1038.6,1000.1,0.0,51.0,7.0,75.0,0.0,0.0,0.0,0.0,0.0,12.7,17.3,61.0,75.0,19.8,0.01,0.08,-16.4,-16.3,-15.7,-13.8,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-02,-6.1,-8.1,-11.0,-13.4,2018-03-02T19:33,2018-03-03T03:44,0.64,0.0,0.56,17.1,25.9,0.18,0,q,-7.4,72.0,-12.8,-11.0,1042.9,1004.4,0.07,100.0,75.0,100.0,6.0,43.0,11.0,32.0,119.1,17.1,23.7,360.0,346.0,25.9,0.02,0.15,-16.0,-16.0,-15.7,-13.8,0.334,0.324,0.267,0.25,q,-11.0,58.0,-16.0,-13.4,1035.8,997.4,0.0,36.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,2.9,0.5,7.0,23.0,5.0,0.0,0.09,-16.2,-16.1,-15.7,-13.9,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-03,-7.2,-11.0,-11.0,-15.2,2018-03-03T19:25,2018-03-04T03:51,0.91,0.0,0.56,7.6,13.0,0.05,0,q,-8.3,75.0,-13.0,-11.0,1043.0,1004.0,0.07,100.0,99.0,65.0,0.0,51.0,23.0,36.0,207.6,7.6,7.1,356.0,349.0,13.0,0.01,0.11,-16.0,-15.9,-15.6,-13.9,0.334,0.324,0.267,0.25,q,-11.5,67.0,-15.3,-15.2,1036.5,998.2,0.0,40.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,3.1,1.5,7.0,5.0,6.8,0.0,0.07,-16.0,-16.0,-15.6,-13.9,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-04,-10.4,-13.6,-14.4,-18.3,2018-03-04T19:17,2018-03-05T03:59,1.11,0.0,0.0,8.2,11.5,0.05,0,q,-11.7,73.0,-15.5,-14.4,1042.8,1003.6,0.0,95.0,94.0,23.0,2.0,67.0,41.0,41.0,391.3,8.2,9.7,356.0,354.0,11.5,0.01,0.07,-16.0,-15.9,-15.6,-13.9,0.334,0.324,0.267,0.25,q,-16.0,62.0,-20.8,-18.3,1034.0,995.0,0.0,65.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.1,10.0,5.0,7.9,0.0,0.06,-16.2,-16.0,-15.6,-14.0,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-05,-10.5,-13.1,-14.7,-18.3,2018-03-05T19:09,2018-03-06T04:06,1.21,0.0,0.42,10.2,14.8,0.1,0,q,-11.5,60.0,-17.8,-14.7,1033.3,994.4,0.07,100.0,74.0,100.0,100.0,78.0,49.0,45.0,442.8,10.2,11.8,360.0,100.0,14.8,0.01,0.11,-16.2,-16.0,-15.5,-14.0,0.334,0.324,0.267,0.25,q,-14.8,52.0,-21.7,-18.3,1027.6,989.1,0.0,22.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,3.9,2.8,4.0,40.0,6.1,0.0,0.08,-16.2,-16.1,-15.5,-14.0,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-06,-10.7,-16.4,-14.6,-20.9,2018-03-06T19:01,2018-03-07T04:14,1.0,0.0,2.8,7.6,17.3,0.06,0,q,-11.4,80.0,-17.5,-14.6,1027.6,989.0,0.14,100.0,99.0,100.0,98.0,59.0,8.0,51.0,55.2,7.6,9.0,346.0,277.0,17.3,0.01,0.1,-16.1,-16.0,-15.5,-14.0,0.334,0.324,0.267,0.25,q,-18.7,60.0,-21.3,-20.9,1026.5,987.7,0.07,100.0,34.0,66.0,0.0,0.0,0.0,0.0,0.0,1.1,0.8,27.0,96.0,7.9,0.0,0.03,-16.2,-16.1,-15.6,-14.1,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-07,-16.8,-18.8,-21.1,-23.4,2018-03-07T18:53,2018-03-08T04:21,1.25,0.0,0.77,7.6,14.0,0.06,0,q,-18.4,80.0,-21.4,-21.1,1026.9,987.6,0.07,100.0,99.0,100.0,0.0,66.0,10.0,61.0,56.9,7.6,8.7,324.0,347.0,14.0,0.01,0.03,-16.0,-15.9,-15.5,-14.1,0.334,0.324,0.267,0.25,q,-20.2,74.0,-23.3,-23.4,1023.7,984.2,0.0,100.0,80.0,84.0,0.0,0.0,0.0,0.0,0.0,2.3,2.6,233.0,241.0,8.3,0.0,0.03,-16.1,-16.0,-15.5,-14.1,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-08,-18.5,-23.1,-23.2,-28.0,2018-03-08T18:46,2018-03-09T04:28,1.63,0.0,0.0,7.0,13.3,0.06,0,q,-20.0,79.0,-22.9,-23.2,1025.6,985.5,0.0,100.0,91.0,99.0,0.0,99.0,65.0,66.0,489.2,7.0,9.0,360.0,306.0,13.3,0.01,0.05,-16.0,-15.9,-15.5,-14.1,0.334,0.324,0.267,0.25,q,-23.3,54.0,-29.7,-28.0,1023.2,983.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.8,6.0,30.0,6.5,0.0,0.03,-16.1,-16.0,-15.5,-14.2,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-09,-22.8,-25.2,-27.6,-30.4,2018-03-09T18:38,2018-03-10T04:35,2.07,0.0,0.0,8.7,11.5,0.05,0,q,-23.4,63.0,-29.6,-27.6,1032.2,991.5,0.0,100.0,92.0,82.0,0.0,108.0,73.0,58.0,548.2,8.7,11.2,57.0,92.0,11.5,0.01,0.04,-16.1,-16.0,-15.5,-14.2,0.334,0.324,0.267,0.25,q,-27.0,56.0,-31.9,-30.4,1025.4,985.2,0.0,27.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.6,20.0,61.0,7.9,0.0,0.02,-16.4,-16.2,-15.5,-14.2,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-10,-24.1,-27.6,-29.2,-33.3,2018-03-10T18:31,2018-03-11T04:42,2.17,0.0,0.0,12.0,18.0,0.05,0,q,-27.3,67.0,-32.0,-29.2,1034.6,993.6,0.0,100.0,92.0,69.0,0.0,115.0,75.0,60.0,507.3,12.0,15.5,50.0,72.0,18.0,0.01,0.03,-16.4,-16.2,-15.5,-14.2,0.334,0.324,0.267,0.25,q,-30.4,54.0,-35.6,-33.3,1030.6,989.6,0.0,65.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,8.2,35.0,64.0,11.5,0.0,0.02,-16.7,-16.4,-15.6,-14.3,0.334,0.324,0.267,0.25,q,3,True,2018
2018-03-11,-23.3,-26.7,-28.4,-32.0,2018-03-11T18:23,2018-03-12T04:49,2.43,0.0,0.0,9.8,14.4,0.06,0,q,-24.2,54.0,-31.6,-28.4,1030.1,989.1,0.0,100.0,78.0,98.0,87.0,128.0,88.0,69.0,570.1,9.8,12.4,40.0,68.0,14.4,0.01,0.04,-16.7,-16.4,-15.6,-14.3,0.334,0.324,0.267,0.25,q,-28.6,48.0,-35.3,-32.0,1021.3,981.2,0.0,65.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,6.4,18.0,49.0,7.6,0.0,0.03,-16.8,-16.5,-15.7,-14.3,0.334,0.324,0.267,0.25,q,3,True,2018
